22,108,160,19,4
14,113,127,18,3
13.46153846,40.11538462,95.26923077,19.84615385,4
12.7692,43.0385,72.0769,11.8462,5.8077
5.123331017,7.078281642,20.71335075,5.579442402,2.093947321
4.660040379,5.417072508,15.35709076,4.72059569,3.051093509
5,45,114,20,6
9,51,71,13,6
