Age 0,Age 1-4,Age 5-9,Age 10-14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20-24,Age 25-29,Age 30-34,Age 35-39,Age 40-44,Age 45-49,Age 50-54,Age 55-59,Age 60-64,Age 65-69,Age 70-74,Age 75-79,Age 80-84,Age 85-89,Age 90+
1038772,467777,324125,272795,65428,68977,80760,94883,111002,714132,955361,989070,844608,763529,943350,1116050,1259136,1263976,1591728,1657098,1602659,1468328,1116309,725408
